Result of replaying M1.tpn on Process 12 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Queued States","Num. States","Calculation Time (ms)","Move-Log Fitness","Trace Fitness","Trace Length","Move-Model Fitness",Match
56,"instance_75",1,Yes,"12,00","1.911,00","1.765,00","12,00","0,63","0,56","19,00","0,71",[L/M]A|[L]AA+complete|[L/M]C|[M-REAL]AA|[L/M]AC|[L]D+complete|[L/M]AD|[L]AD+complete|[L/M]AE|[M-REAL]AF|[L/M]AH|[L/M]AI|[L]AE+complete|[L]AG+complete|[L/M]AC|[L/M]AD|[L/M]AJ|[M-REAL]t29t27|[M-REAL]AG|[L]AC+complete|[L/M]AB|[M-REAL]D|[L]AF+complete|[L/M]B
57,"instance_161",1,Yes,"3,00","501,00","331,00","0,00","0,95","0,90","22,00","0,91",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AJ|[L/M]AD|[L/M]AH|[L/M]AI|[L/M]AE|[L/M]AG|[L/M]AC|[L]AC+complete|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
58,"instance_376",1,Yes,"9,00","1.317,00","1.122,00","16,00","0,79","0,67","19,00","0,75",[M-REAL]A|[L]AI+complete|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AH|[L/M]AD|[L/M]AJ|[L]A+complete|[L/M]AE|[M-REAL]AI|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L]D+complete|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[L]AC+complete|[L/M]B
59,"instance_448",1,Yes,"6,00","803,00","536,00","16,00","0,82","0,80","22,00","0,90",[L]AC+complete|[L/M]A|[L/M]C|[L]AE+complete|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AI|[L/M]AJ|[L/M]AH|[L/M]AD|[L/M]AG|[M-REAL]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L]AE+complete|[L]AD+complete|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
60,"instance_345",1,Yes,"12,00","1.678,00","1.497,00","0,00","0,63","0,56","19,00","0,71",[M-REAL]A|[L]B+complete|[L/M]C|[L]AG+complete|[L]AF+complete|[L/M]AA|[M-REAL]AF|[L/M]AI|[L/M]AJ|[L]AD+complete|[L/M]AH|[L/M]AC|[L]AE+complete|[L]A+complete|[L/M]AD|[L]AC+complete|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]AG|[M-REAL]t29t27|[L/M]AB|[L/M]D|[M-REAL]B
61,"instance_298",1,Yes,"7,00","1.281,00","1.101,00","0,00","0,84","0,74","19,00","0,80",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AJ|[L/M]AD|[L]AB+complete|[L/M]AE|[L/M]AI|[L]B+complete|[L]AG+complete|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AH|[M-REAL]t29t27|[M-REAL]AG|[M-REAL]AB|[L/M]D|[M-REAL]B
62,"instance_494",1,Yes,"7,00","969,00","708,00","0,00","0,84","0,74","19,00","0,80",[L]AE+complete|[L]AB+complete|[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L]AH+complete|[L/M]AF|[L/M]AJ|[L/M]AD|[L/M]AI|[L/M]AE|[M-REAL]AH|[L/M]AG|[L/M]AC|[L/M]AD|[M-REAL]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
63,"instance_248",1,Yes,"1,00","238,00","102,00","1,00","1,00","0,97","22,00","0,96",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AJ|[L/M]AI|[L/M]AD|[L/M]AH|[L/M]AE|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
64,"instance_230",1,Yes,"13,00","1.841,00","1.693,00","0,00","0,62","0,46","16,00","0,59",[L/M]A|[M-REAL]C|[L/M]AA|[L]AE+complete|[L/M]AC|[L/M]AD|[M-REAL]AF|[L/M]AJ|[L/M]AH|[M-REAL]AI|[L]B+complete|[L]AF+complete|[L]C+complete|[L]D+complete|[L/M]AG|[M-REAL]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[M-REAL]B|[L]AI+complete
65,"instance_48",1,Yes,"13,00","1.630,00","1.430,00","22,00","0,62","0,46","16,00","0,59",[M-REAL]A|[M-REAL]C|[M-REAL]AA|[M-REAL]AC|[L/M]AD|[L]D+complete|[L/M]AF|[L]AB+complete|[L/M]AI|[L/M]AH|[L/M]AJ|[L]A+complete|[L/M]AG|[L/M]AE|[L/M]AC|[L]AA+complete|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[M-REAL]D|[L]C+complete|[L]AC+complete|[L/M]B
66,"instance_459",1,Yes,"1,00","241,00","103,00","0,00","1,00","0,97","22,00","0,96",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AJ|[L/M]AD|[L/M]AI|[L/M]AH|[L/M]AE|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
67,"instance_211",1,Yes,"7,00","1.252,00","1.047,00","15,00","0,84","0,74","19,00","0,80",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L]AG+complete|[L/M]AD|[M-REAL]AF|[L/M]AH|[L/M]AJ|[L/M]AE|[L]B+complete|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AI|[L/M]AD|[M-REAL]AG|[M-REAL]t29t27|[L/M]AB|[L/M]D|[M-REAL]B|[L]AF+complete
68,"instance_146",1,Yes,"7,00","939,00","715,00","0,00","0,84","0,74","19,00","0,80",[L/M]A|[M-REAL]C|[L]AH+complete|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AJ|[L]AC+complete|[L/M]AI|[L/M]AD|[L/M]AE|[M-REAL]AH|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L]C+complete|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
69,"instance_436",1,Yes,"7,00","1.080,00","818,00","0,00","0,84","0,74","19,00","0,80",[L/M]A|[M-REAL]C|[L/M]AA|[L/M]AF|[L]C+complete|[L/M]AC|[L]AC+complete|[L/M]AD|[L/M]AH|[L]AG+complete|[L/M]AJ|[L/M]AE|[L/M]AI|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AG|[L/M]AB|[L/M]D|[L/M]B
70,"instance_82",1,Yes,"5,00","839,00","616,00","0,00","0,89","0,81","19,00","0,85",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AD|[L/M]AF|[L/M]AH|[L]B+complete|[L/M]AJ|[M-REAL]AE|[L/M]AC|[L/M]AI|[L/M]AG|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[M-REAL]B|[L]AE+complete
71,"instance_392",1,Yes,"14,00","1.788,00","1.679,00","16,00","0,50","0,42","16,00","0,57",[M-REAL]A|[L]D+complete|[L]AI+complete|[L/M]C|[L/M]AA|[L]AD+complete|[L/M]AF|[L/M]AC|[L]A+complete|[L/M]AD|[L]AB+complete|[L]AC+complete|[L]AG+complete|[L/M]AH|[L/M]AJ|[M-REAL]AI|[M-REAL]t29t27|[M-REAL]AG|[M-REAL]AB|[M-REAL]D|[L]AE+complete|[L/M]B
72,"instance_255",1,Yes,"8,00","1.249,00","974,00","0,00","0,74","0,70","19,00","0,82",[L]AE+complete|[L/M]A|[L/M]C|[L/M]AA|[L]AH+complete|[L/M]AC|[L]AB+complete|[L/M]AF|[L/M]AJ|[L/M]AD|[L/M]AI|[M-REAL]AH|[L]AD+complete|[L/M]AG|[L]AC+complete|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
73,"instance_482",1,Yes,"11,00","1.479,00","1.363,00","16,00","0,69","0,54","16,00","0,65",[M-REAL]A|[L]D+complete|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AD|[L/M]AJ|[L/M]AI|[L]AB+complete|[L/M]AE|[L]A+complete|[L]B+complete|[L]AG+complete|[L/M]AC|[L/M]AD|[L/M]AH|[M-REAL]AG|[M-REAL]t29t27|[M-REAL]AB|[M-REAL]D|[M-REAL]B
74,"instance_124",1,Yes,"11,00","1.630,00","1.408,00","0,00","0,69","0,54","16,00","0,65",[L/M]A|[M-REAL]C|[L]AD+complete|[L/M]AA|[L]AB+complete|[L]D+complete|[L/M]AC|[M-REAL]AF|[L]C+complete|[L/M]AH|[L/M]AI|[L/M]AJ|[M-REAL]AD|[L/M]AE|[L/M]AG|[L]AF+complete|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[M-REAL]D|[L/M]B
75,"instance_317",1,Yes,"5,00","637,00","445,00","0,00","0,89","0,81","19,00","0,85",[M-REAL]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AH|[L/M]AJ|[L/M]AI|[L/M]AD|[L/M]AE|[L]A+complete|[L/M]AG|[L]AB+complete|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
76,"instance_221",1,Yes,"5,00","693,00","465,00","0,00","0,89","0,81","19,00","0,85",[L]AI+complete|[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L]B+complete|[L/M]AF|[L/M]AD|[L/M]AH|[L/M]AE|[L/M]AJ|[M-REAL]AI|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[M-REAL]B
77,"instance_125",1,Yes,"5,00","856,00","652,00","0,00","0,89","0,81","19,00","0,85",[L/M]A|[L/M]C|[L/M]AA|[L]AD+complete|[L/M]AF|[L/M]AC|[L/M]AH|[L/M]AI|[L/M]AD|[L/M]AJ|[L/M]AG|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L]D+complete|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[L/M]B
78,"instance_331",1,Yes,"5,00","868,00","640,00","0,00","0,89","0,81","19,00","0,85",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AH|[L/M]AJ|[L/M]AD|[L/M]AI|[M-REAL]AE|[L/M]AC|[L]AB+complete|[L/M]AG|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L]AE+complete|[L/M]D|[L/M]B
79,"instance_263",1,Yes,"11,00","1.494,00","1.353,00","0,00","0,69","0,54","16,00","0,65",[M-REAL]A|[L]AG+complete|[L/M]C|[L]B+complete|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AJ|[L/M]AH|[L/M]AD|[L/M]AI|[M-REAL]AE|[L/M]AC|[L]D+complete|[L]A+complete|[L/M]AD|[M-REAL]t29t27|[M-REAL]AG|[L/M]AB|[M-REAL]D|[M-REAL]B|[L]AE+complete
80,"instance_357",1,Yes,"11,00","1.715,00","1.563,00","16,00","0,69","0,54","16,00","0,65",[L]AG+complete|[L/M]A|[L/M]C|[M-REAL]AA|[L]D+complete|[L/M]AC|[L/M]AF|[L/M]AH|[L/M]AJ|[L]AB+complete|[L]AE+complete|[L/M]AI|[L/M]AD|[M-REAL]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AG|[M-REAL]AB|[M-REAL]D|[L]AA+complete|[L/M]B
81,"instance_292",1,Yes,"9,00","1.100,00","869,00","16,00","0,75","0,62","16,00","0,71",[M-REAL]A|[L]AH+complete|[L/M]C|[L/M]AA|[L]AI+complete|[L/M]AF|[L/M]AJ|[M-REAL]AI|[M-REAL]AH|[L]AD+complete|[L/M]AG|[L/M]AC|[M-REAL]AD|[L/M]AE|[L]A+complete|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
82,"instance_275",1,Yes,"9,00","1.157,00","951,00","4,00","0,75","0,62","16,00","0,71",[M-REAL]A|[L]AF+complete|[L/M]C|[L/M]AA|[L]AB+complete|[L/M]AC|[M-REAL]AF|[L/M]AH|[L/M]AI|[L/M]AJ|[L/M]AD|[L/M]AG|[L/M]AE|[L]AD+complete|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[M-REAL]AB|[L]A+complete|[L/M]D|[L/M]B
83,"instance_98",1,Yes,"3,00","505,00","329,00","0,00","0,95","0,89","19,00","0,90",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AD|[L/M]AJ|[L/M]AH|[L/M]AE|[L/M]AI|[L/M]AG|[L]D+complete|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[L/M]B
84,"instance_6",1,Yes,"6,00","694,00","487,00","0,00","0,79","0,78","19,00","0,88",[L/M]A|[M-REAL]C|[L]AE+complete|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AJ|[L/M]AD|[L/M]AH|[L/M]AI|[L/M]AG|[L/M]AE|[L/M]AC|[L]C+complete|[L]AC+complete|[L/M]AD|[M-REAL]t29t27|[L]AD+complete|[L/M]AB|[L/M]D|[L/M]B
85,"instance_269",1,Yes,"12,00","1.233,00","1.038,00","16,00","0,64","0,45","14,00","0,56",[M-REAL]A|[M-REAL]C|[L]J+complete|[L]J+complete|[L/M]E|[M-REAL]t4t8|[L/M]I|[M-REAL]J|[L]C+complete|[L/M]K|[L/M]I|[M-REAL]J|[L]A+complete|[L/M]K|[L/M]I|[L]B+complete|[L/M]J|[M-REAL]t9t5|[L/M]F|[L/M]D|[M-REAL]B
86,"instance_417",1,Yes,"12,00","1.603,00","1.469,00","0,00","0,56","0,50","16,00","0,64",[L/M]A|[M-REAL]C|[L]AB+complete|[L/M]AA|[L/M]AF|[L]AD+complete|[L/M]AH|[L]D+complete|[L/M]AI|[L]AG+complete|[L/M]AC|[L/M]AD|[L]C+complete|[L/M]AJ|[M-REAL]AG|[M-REAL]t29t27|[M-REAL]AB|[M-REAL]D|[L]AC+complete|[L]AE+complete|[L/M]B
87,"instance_445",1,Yes,"12,00","2.047,00","1.934,00","17,00","0,60","0,48","15,00","0,60",[L/M]A|[L]U+complete|[L]W+complete|[L/M]C|[M-REAL]P|[L/M]R|[M-REAL]W|[L/M]X|[L]P+complete|[L]Z+complete|[L/M]Y|[L]S+complete|[L/M]T|[L]B+complete|[L/M]V|[M-REAL]Z|[M-REAL]U|[M-REAL]S|[L/M]Q|[L/M]D|[M-REAL]B
88,"instance_102",1,Yes,"12,00","1.904,00","1.777,00","38,00","0,60","0,48","15,00","0,60",[L/M]A|[M-REAL]C|[M-REAL]P|[L]U+complete|[L]X+complete|[L/M]Y|[L/M]R|[L/M]W|[L/M]Z|[L/M]V|[L]B+complete|[L]P+complete|[L]S+complete|[L/M]T|[M-REAL]X|[M-REAL]U|[M-REAL]S|[L/M]Q|[L/M]D|[M-REAL]B|[L]C+complete
89,"instance_107",1,Yes,"9,00","1.231,00","1.077,00","0,00","0,75","0,62","16,00","0,71",[L/M]A|[M-REAL]C|[L]B+complete|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AD|[L]D+complete|[L]AB+complete|[L/M]AE|[L/M]AJ|[L/M]AH|[L/M]AI|[L/M]AG|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[M-REAL]D|[M-REAL]B|[L]C+complete
90,"instance_343",1,Yes,"12,00","1.796,00","1.680,00","22,00","0,56","0,50","16,00","0,64",[L/M]A|[L]D+complete|[L/M]C|[L/M]AA|[M-REAL]AF|[L/M]AH|[L]AG+complete|[L/M]AC|[L/M]AJ|[L]B+complete|[L/M]AI|[L]AF+complete|[L/M]AD|[M-REAL]t29t27|[M-REAL]AG|[L]AC+complete|[L]AE+complete|[L/M]AB|[M-REAL]D|[M-REAL]B|[L]AD+complete
91,"instance_431",1,Yes,"12,00","1.931,00","1.793,00","16,00","0,60","0,48","15,00","0,60",[M-REAL]A|[L]W+complete|[L]T+complete|[L/M]C|[L/M]P|[L]D+complete|[L/M]R|[M-REAL]Y|[L/M]Z|[L]A+complete|[L/M]V|[L]S+complete|[L/M]U|[M-REAL]W|[L/M]X|[M-REAL]T|[M-REAL]S|[L/M]Q|[M-REAL]D|[L]Y+complete|[L/M]B
92,"instance_471",1,Yes,"12,00","1.954,00","1.874,00","0,00","0,60","0,48","15,00","0,60",[M-REAL]A|[L]Q+complete|[L/M]C|[L]X+complete|[L/M]P|[L]Z+complete|[L/M]R|[L/M]Y|[L/M]W|[L]B+complete|[L/M]T|[L]A+complete|[L/M]V|[L]S+complete|[L/M]U|[M-REAL]X|[M-REAL]S|[M-REAL]Z|[M-REAL]Q|[L/M]D|[M-REAL]B
93,"instance_335",1,Yes,"9,00","1.428,00","1.248,00","16,00","0,75","0,62","16,00","0,71",[L/M]A|[L/M]C|[M-REAL]AA|[L]B+complete|[L/M]AF|[L/M]AJ|[M-REAL]AC|[L/M]AD|[L/M]AI|[L/M]AE|[L/M]AC|[L]AC+complete|[L/M]AH|[L/M]AG|[L]D+complete|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[M-REAL]B|[L]AA+complete
94,"instance_473",1,Yes,"6,00","577,00","407,00","1,00","0,88","0,76","17,00","0,79",[L/M]A|[L/M]C|[L/M]E|[M-REAL]t4t8|[L/M]I|[L/M]J|[L/M]K|[L/M]I|[L/M]J|[L/M]K|[L]B+complete|[L/M]I|[M-REAL]J|[L/M]K|[L/M]I|[L/M]J|[M-REAL]t9t5|[L/M]F|[L/M]D|[M-REAL]B|[L]J+complete
95,"instance_143",1,Yes,"12,00","1.961,00","1.870,00","0,00","0,60","0,48","15,00","0,60",[L]C+complete|[L/M]A|[M-REAL]C|[L]U+complete|[L/M]P|[L/M]W|[L/M]R|[L]Q+complete|[L/M]X|[L]S+complete|[L/M]T|[L]D+complete|[L]Z+complete|[L/M]V|[L/M]Y|[M-REAL]Z|[M-REAL]U|[M-REAL]S|[M-REAL]Q|[M-REAL]D|[L/M]B
96,"instance_429",1,Yes,"12,00","1.868,00","1.697,00","16,00","0,60","0,48","15,00","0,60",[L]C+complete|[L]X+complete|[L/M]A|[M-REAL]C|[M-REAL]P|[L/M]W|[L/M]Y|[M-REAL]R|[L]D+complete|[L]S+complete|[L/M]U|[L/M]Z|[L/M]V|[L/M]T|[M-REAL]X|[M-REAL]S|[L]P+complete|[L/M]Q|[M-REAL]D|[L]R+complete|[L/M]B
97,"instance_15",1,Yes,"9,00","1.438,00","1.272,00","0,00","0,75","0,62","16,00","0,71",[L/M]A|[L/M]C|[M-REAL]AA|[L]AB+complete|[L]AD+complete|[L/M]AF|[L/M]AC|[L/M]AH|[L/M]AD|[L/M]AI|[L]AG+complete|[L/M]AE|[L/M]AC|[L/M]AJ|[M-REAL]AD|[M-REAL]t29t27|[M-REAL]AG|[M-REAL]AB|[L]AA+complete|[L/M]D|[L/M]B
98,"instance_71",1,Yes,"7,00","1.139,00","920,00","6,00","0,81","0,71","16,00","0,76",[L/M]A|[L/M]C|[L/M]AA|[L]D+complete|[L/M]AC|[M-REAL]AF|[L/M]AJ|[L/M]AH|[L/M]AD|[L/M]AE|[L/M]AI|[L]AB+complete|[L/M]AG|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[M-REAL]D|[L]AF+complete|[L/M]B
99,"instance_64",1,Yes,"7,00","706,00","507,00","3,00","0,76","0,72","17,00","0,81",[L/M]A|[L/M]C|[M-REAL]E|[M-REAL]t4t8|[L/M]I|[L]K+complete|[L/M]J|[L/M]K|[L]E+complete|[L]J+complete|[L/M]I|[L]I+complete|[L/M]J|[L/M]K|[L/M]I|[L/M]J|[M-REAL]t9t5|[L/M]F|[L/M]D|[L/M]B
100,"instance_169",1,Yes,"10,00","1.912,00","1.775,00","15,00","0,67","0,57","15,00","0,67",[L/M]A|[L/M]C|[M-REAL]P|[L]S+complete|[L]Z+complete|[L/M]W|[L/M]R|[L/M]X|[L/M]Y|[L/M]U|[L]D+complete|[L/M]T|[M-REAL]Z|[M-REAL]V|[M-REAL]S|[L]P+complete|[L/M]Q|[M-REAL]D|[L/M]B|[L]V+complete
101,"instance_286",1,Yes,"10,00","989,00","839,00","16,00","0,71","0,55","14,00","0,62",[L]C+complete|[L]J+complete|[L/M]A|[M-REAL]C|[L/M]E|[M-REAL]t4t8|[L]F+complete|[L/M]I|[L/M]J|[L/M]K|[L/M]I|[L]D+complete|[L/M]J|[L/M]K|[L/M]I|[M-REAL]J|[M-REAL]t9t5|[M-REAL]F|[M-REAL]D|[L/M]B
102,"instance_62",1,Yes,"10,00","1.929,00","1.807,00","0,00","0,67","0,57","15,00","0,67",[L]Q+complete|[L/M]A|[L/M]C|[L/M]P|[L]V+complete|[L/M]R|[L/M]Y|[L/M]U|[L]X+complete|[L]D+complete|[L/M]W|[L]S+complete|[L/M]T|[L/M]Z|[M-REAL]V|[M-REAL]S|[M-REAL]X|[M-REAL]Q|[M-REAL]D|[L/M]B
103,"instance_190",1,Yes,"10,00","1.776,00","1.542,00","0,00","0,67","0,57","15,00","0,67",[L]R+complete|[L/M]A|[L]W+complete|[L/M]C|[L]Y+complete|[L/M]P|[M-REAL]W|[L/M]X|[M-REAL]R|[L/M]U|[L]D+complete|[L/M]V|[L/M]T|[L/M]S|[M-REAL]Y|[L]Q+complete|[L/M]Z|[M-REAL]Q|[M-REAL]D|[L/M]B
104,"instance_94",1,Yes,"10,00","1.681,00","1.475,00","16,00","0,67","0,57","15,00","0,67",[M-REAL]A|[L]R+complete|[L/M]C|[L/M]P|[L/M]W|[L/M]Y|[L]B+complete|[L]A+complete|[L/M]X|[L/M]Z|[M-REAL]R|[L/M]U|[L]D+complete|[L/M]T|[M-REAL]V|[L/M]S|[L/M]Q|[M-REAL]D|[M-REAL]B|[L]V+complete
105,"instance_398",1,Yes,"10,00","1.741,00","1.551,00","16,00","0,67","0,57","15,00","0,67",[M-REAL]A|[L]Y+complete|[L/M]C|[L]X+complete|[L/M]P|[L/M]W|[L/M]R|[L]A+complete|[L/M]U|[L/M]V|[L/M]T|[M-REAL]Y|[L/M]Z|[M-REAL]X|[M-REAL]S|[L]B+complete|[L/M]Q|[L/M]D|[M-REAL]B|[L]S+complete
106,"instance_377",1,Yes,"10,00","1.496,00","1.230,00","6,00","0,67","0,57","15,00","0,67",[M-REAL]A|[M-REAL]C|[L]Y+complete|[L/M]P|[L/M]R|[L]C+complete|[L]A+complete|[L/M]W|[M-REAL]Y|[L/M]Z|[L/M]X|[L/M]U|[L]B+complete|[L/M]T|[M-REAL]V|[L/M]S|[L/M]Q|[L/M]D|[M-REAL]B|[L]V+complete
107,"instance_27",1,Yes,"10,00","1.567,00","1.429,00","16,00","0,62","0,58","16,00","0,71",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L]AD+complete|[L/M]AC|[L]B+complete|[L/M]AH|[L/M]AJ|[M-REAL]AI|[L/M]AG|[L]AE+complete|[L/M]AD|[M-REAL]t29t27|[L]AC+complete|[L]D+complete|[L/M]AB|[M-REAL]D|[M-REAL]B|[L]AI+complete
108,"instance_148",1,Yes,"7,00","991,00","732,00","15,00","0,81","0,71","16,00","0,76",[L]AD+complete|[L/M]A|[L/M]C|[L/M]AA|[L]B+complete|[L/M]AF|[L/M]AI|[L/M]AH|[L/M]AC|[L/M]AJ|[L/M]AG|[M-REAL]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[M-REAL]B|[L]AD+complete
109,"instance_127",1,Yes,"10,00","1.778,00","1.612,00","0,00","0,67","0,57","15,00","0,67",[L/M]A|[M-REAL]C|[L/M]P|[L]T+complete|[L]X+complete|[L/M]W|[L]B+complete|[L/M]Y|[L/M]R|[L]S+complete|[L/M]U|[L]C+complete|[L/M]V|[L/M]Z|[M-REAL]T|[M-REAL]S|[M-REAL]X|[L/M]Q|[L/M]D|[M-REAL]B
110,"instance_128",1,Yes,"10,00","1.548,00","1.308,00","16,00","0,67","0,57","15,00","0,67",[M-REAL]A|[L]T+complete|[L/M]C|[M-REAL]P|[L]Z+complete|[L/M]Y|[L/M]R|[L]X+complete|[L]P+complete|[L/M]V|[L/M]U|[L/M]W|[M-REAL]T|[L]A+complete|[L/M]S|[M-REAL]Z|[M-REAL]X|[L/M]Q|[L/M]D|[L/M]B
111,"instance_272",1,Yes,"7,00","815,00","601,00","3,00","0,81","0,71","16,00","0,76",[M-REAL]A|[L]B+complete|[L/M]C|[L/M]AA|[L]AH+complete|[L/M]AC|[L/M]AF|[L/M]AD|[L/M]AJ|[L/M]AI|[M-REAL]AH|[L/M]AG|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[M-REAL]B|[L]A+complete
112,"instance_434",1,Yes,"13,00","1.568,00","1.442,00","16,00","0,54","0,38","13,00","0,50",[M-REAL]A|[L]AC+complete|[L/M]C|[M-REAL]AA|[M-REAL]AC|[L/M]AD|[L]AH+complete|[L]A+complete|[L/M]AF|[L]AA+complete|[L]B+complete|[L/M]AI|[M-REAL]AH|[M-REAL]AJ|[L/M]AG|[M-REAL]t29t27|[L/M]AB|[L/M]D|[M-REAL]B|[L]AJ+complete
113,"instance_413",1,Yes,"10,00","1.816,00","1.687,00","0,00","0,67","0,57","15,00","0,67",[L/M]A|[M-REAL]C|[L]S+complete|[L/M]P|[L/M]W|[L/M]R|[L/M]V|[L]Q+complete|[L/M]U|[L/M]X|[L]Z+complete|[L/M]T|[L]C+complete|[L]B+complete|[L/M]Y|[M-REAL]Z|[M-REAL]S|[M-REAL]Q|[L/M]D|[M-REAL]B
114,"instance_349",1,Yes,"7,00","1.110,00","885,00","16,00","0,81","0,71","16,00","0,76",[L/M]A|[L/M]C|[L/M]AA|[M-REAL]AF|[L]D+complete|[L/M]AI|[L/M]AC|[L/M]AJ|[L/M]AH|[L/M]AD|[L/M]AG|[L/M]AE|[L]AD+complete|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[L]AF+complete|[L/M]B
115,"instance_422",1,Yes,"7,00","1.073,00","825,00","0,00","0,81","0,71","16,00","0,76",[L/M]A|[L/M]C|[M-REAL]AA|[L]D+complete|[L]AJ+complete|[L/M]AC|[L/M]AD|[L/M]AF|[L/M]AH|[L/M]AE|[L/M]AI|[M-REAL]AJ|[L/M]AG|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L]AA+complete|[L/M]AB|[M-REAL]D|[L/M]B
