Result of replaying M2.tpn on Process 13 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Queued States","Num. States","Calculation Time (ms)","Move-Log Fitness","Trace Fitness","Trace Length","Move-Model Fitness",Match
40,"instance_32",1,Yes,"17,00","5.098,00","4.869,00","32,00","0,56","0,58","25,00","0,70",[L/M]A|[M-REAL]C|[L/M]E|[L/M]Q|[L/M]G|[L]Q+complete|[L]Q+complete|[L/M]L|[L/M]I|[L]Q+complete|[L/M]P|[L/M]K|[L]F+complete|[L]H+complete|[L/M]M|[L]D+complete|[L]S+complete|[L]S+complete|[L/M]R|[L]C+complete|[L]R+complete|[L/M]S|[L/M]J|[M-REAL]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]F|[M-REAL]D|[L]R+complete|[L/M]B
41,"instance_467",1,Yes,"11,00","4.817,00","4.563,00","53,00","0,80","0,72","25,00","0,77",[L/M]A|[L/M]C|[L/M]E|[L/M]Q|[L/M]L|[M-REAL]G|[L/M]J|[L/M]R|[L/M]N|[L/M]S|[L]R+complete|[L]B+complete|[L/M]K|[L]H+complete|[L/M]Q|[L/M]I|[L/M]R|[L/M]S|[L/M]Q|[M-REAL]R|[L]G+complete|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[L/M]F|[L/M]D|[M-REAL]B|[L]M+complete
42,"instance_187",1,Yes,"15,00","4.476,00","4.248,00","32,00","0,68","0,59","22,00","0,65",[M-REAL]A|[L/M]C|[L]G+complete|[L/M]E|[L]M+complete|[L/M]Q|[L/M]L|[M-REAL]G|[L]Q+complete|[L/M]K|[L/M]R|[L/M]J|[M-REAL]I|[L/M]H|[L]R+complete|[L]A+complete|[L/M]S|[L/M]P|[M-REAL]Q|[L]B+complete|[L/M]R|[L/M]S|[L/M]Q|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[L/M]F|[L/M]D|[M-REAL]B|[L]I+complete
43,"instance_62",1,Yes,"16,00","3.439,00","3.209,00","16,00","0,61","0,58","23,00","0,67",[M-REAL]A|[L]U+complete|[L/M]C|[L/M]T|[L/M]AD|[L/M]AE|[L]AE+complete|[L]AE+complete|[L/M]Z|[M-REAL]V|[L/M]X|[L/M]AB|[L/M]W|[L/M]AA|[M-REAL]AF|[L]B+complete|[L/M]AD|[L/M]AE|[L]AD+complete|[L/M]AF|[L]AF+complete|[L]AF+complete|[L/M]AD|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[L]A+complete|[L/M]D|[M-REAL]B|[L]V+complete
44,"instance_20",1,Yes,"18,00","4.728,00","4.610,00","15,00","0,55","0,51","22,00","0,60",[L]D+complete|[L]E+complete|[L]J+complete|[L/M]A|[M-REAL]C|[M-REAL]E|[L/M]G|[L]M+complete|[L]S+complete|[L/M]K|[L/M]Q|[L/M]R|[L]O+complete|[L]H+complete|[L/M]I|[L]Q+complete|[L/M]S|[L/M]L|[L/M]Q|[L/M]R|[M-REAL]N|[M-REAL]J|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]M|[L]R+complete|[L/M]F|[M-REAL]D|[L]C+complete|[L/M]B
45,"instance_102",1,Yes,"12,00","4.591,00","4.228,00","32,00","0,72","0,70","25,00","0,78",[L/M]A|[L/M]C|[L/M]E|[M-REAL]G|[L]S+complete|[L]R+complete|[L/M]I|[L/M]J|[L/M]K|[L/M]Q|[M-REAL]L|[L]S+complete|[L/M]N|[L/M]H|[L/M]R|[L/M]S|[L/M]M|[L/M]Q|[L/M]R|[M-REAL]S|[L]G+complete|[L/M]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[L]B+complete|[L]Q+complete|[L]L+complete|[L/M]F|[L/M]D|[M-REAL]B
46,"instance_222",1,Yes,"9,00","4.568,00","4.170,00","47,00","0,84","0,78","25,00","0,81",[L/M]A|[L/M]C|[L/M]E|[L/M]L|[L/M]G|[L/M]Q|[L/M]K|[L/M]I|[L/M]J|[L/M]N|[L/M]R|[L/M]M|[L/M]S|[L/M]Q|[L]B+complete|[L]S+complete|[L/M]R|[L]F+complete|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]S|[L/M]Q|[L/M]R|[L]D+complete|[L/M]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[M-REAL]B
47,"instance_422",1,Yes,"18,00","4.867,00","4.781,00","32,00","0,55","0,51","22,00","0,60",[L/M]A|[M-REAL]C|[L]K+complete|[L]B+complete|[L/M]E|[L/M]Q|[M-REAL]G|[L/M]J|[L/M]R|[L]M+complete|[L/M]I|[L]G+complete|[L]C+complete|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]K|[L/M]H|[M-REAL]L|[L]R+complete|[L]Q+complete|[L]S+complete|[L/M]O|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[L]D+complete|[L/M]F|[M-REAL]D|[M-REAL]B|[L]L+complete
48,"instance_489",1,Yes,"7,00","1.682,00","1.274,00","0,00","0,88","0,83","26,00","0,85",[L]W+complete|[L/M]A|[L/M]C|[L/M]T|[L/M]V|[L/M]AD|[L/M]Z|[L/M]Y|[L/M]AE|[L]AE+complete|[L/M]AF|[L/M]AB|[L/M]AD|[L/M]AA|[M-REAL]AE|[L/M]AF|[L]AF+complete|[L/M]AD|[L/M]AE|[L/M]AF|[L/M]AD|[L/M]AE|[M-REAL]AF|[L/M]AD|[L/M]AE|[M-REAL]W|[M-REAL]t30t20\n\n$invisible$|[L/M]U|[L/M]D|[L/M]B
49,"instance_142",1,Yes,"18,00","4.905,00","4.797,00","20,00","0,55","0,51","22,00","0,60",[L/M]A|[L/M]C|[M-REAL]E|[L]F+complete|[L/M]G|[L/M]K|[L]B+complete|[L]S+complete|[L/M]J|[L/M]L|[L]R+complete|[L]E+complete|[L]M+complete|[L]H+complete|[L]D+complete|[L/M]Q|[L]Q+complete|[L/M]R|[M-REAL]S|[L/M]Q|[L/M]I|[L/M]R|[L/M]O|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]S+complete
50,"instance_353",1,Yes,"18,00","4.790,00","4.569,00","32,00","0,55","0,51","22,00","0,60",[L]K+complete|[L]R+complete|[L]Q+complete|[L]E+complete|[L]M+complete|[L]S+complete|[L/M]A|[M-REAL]C|[M-REAL]E|[L/M]L|[L/M]G|[L]R+complete|[L/M]J|[L/M]P|[L]H+complete|[L/M]I|[L]C+complete|[L/M]Q|[M-REAL]R|[L/M]S|[L/M]Q|[L]B+complete|[L/M]R|[M-REAL]K|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[M-REAL]H|[L/M]F|[L/M]D|[M-REAL]B
51,"instance_50",1,Yes,"16,00","4.436,00","4.306,00","31,00","0,59","0,57","22,00","0,65",[M-REAL]A|[M-REAL]C|[L]F+complete|[L/M]E|[L]B+complete|[L]K+complete|[L/M]L|[L/M]G|[L/M]Q|[L/M]R|[L/M]J|[L]R+complete|[L]H+complete|[L/M]P|[L/M]S|[L/M]M|[L/M]Q|[L/M]R|[L]Q+complete|[L]C+complete|[L]A+complete|[L/M]I|[M-REAL]t17t5\n\n$invisible$|[M-REAL]K|[M-REAL]H|[M-REAL]F|[L]S+complete|[L/M]D|[M-REAL]B
52,"instance_96",1,Yes,"17,00","3.537,00","3.287,00","18,00","0,52","0,55","23,00","0,67",[M-REAL]A|[L]D+complete|[L/M]C|[M-REAL]T|[L]AA+complete|[L/M]AD|[L/M]Z|[L/M]V|[L]AD+complete|[L/M]AE|[L/M]Y|[L/M]AC|[L/M]W|[M-REAL]AF|[L]T+complete|[L]AE+complete|[L/M]AD|[L/M]AE|[M-REAL]AA|[M-REAL]t30t20\n\n$invisible$|[L]AE+complete|[L]AD+complete|[L]AF+complete|[L]AF+complete|[L]AF+complete|[L/M]U|[M-REAL]D|[L]A+complete|[L/M]B
53,"instance_392",1,Yes,"14,00","3.106,00","2.831,00","16,00","0,65","0,63","23,00","0,71",[L/M]A|[M-REAL]C|[L]AF+complete|[L/M]T|[L]W+complete|[L/M]Z|[L/M]V|[L/M]AD|[L/M]Y|[L]AD+complete|[L/M]AC|[L/M]AE|[M-REAL]AF|[L]U+complete|[L/M]AD|[L/M]AA|[L/M]AE|[M-REAL]AF|[L/M]AD|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]W|[M-REAL]U|[L]AF+complete|[L/M]D|[L]AE+complete|[L]C+complete|[L]AF+complete|[L/M]B
54,"instance_144",1,Yes,"17,00","3.451,00","3.256,00","31,00","0,60","0,51","20,00","0,57",[M-REAL]A|[L/M]C|[M-REAL]T|[M-REAL]AD|[L]U+complete|[L/M]AE|[L/M]V|[L]T+complete|[L]AA+complete|[L]AB+complete|[L/M]Z|[L/M]AF|[M-REAL]AD|[L/M]AE|[L/M]AF|[L/M]AD|[L/M]AE|[L]A+complete|[L]W+complete|[L/M]Y|[M-REAL]W|[M-REAL]t30t20\n\n$invisible$|[M-REAL]AB|[M-REAL]AA|[M-REAL]U|[L]AD+complete|[L]AD+complete|[L/M]D|[L/M]B
55,"instance_113",1,Yes,"11,00","2.953,00","2.640,00","16,00","0,78","0,71","23,00","0,75",[L/M]A|[L/M]C|[L/M]T|[L/M]AD|[L/M]Z|[L/M]V|[L/M]Y|[L]D+complete|[L/M]AB|[L/M]W|[L]B+complete|[L]AF+complete|[L/M]AE|[M-REAL]AF|[L/M]AD|[L/M]AE|[L/M]AA|[M-REAL]AF|[L/M]AD|[L/M]AE|[L/M]AF|[L/M]AD|[L]U+complete|[L]AF+complete|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[M-REAL]B
56,"instance_497",1,Yes,"13,00","4.263,00","3.890,00","33,00","0,64","0,68","25,00","0,80",[L/M]A|[L]E+complete|[L]S+complete|[L/M]C|[M-REAL]E|[L]R+complete|[L]R+complete|[L/M]L|[L/M]G|[L/M]I|[L/M]K|[L/M]N|[L/M]M|[L/M]J|[L]R+complete|[L]B+complete|[L/M]H|[L/M]Q|[M-REAL]R|[L]Q+complete|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[L]Q+complete|[L/M]F|[L/M]D|[M-REAL]B|[L]S+complete
57,"instance_338",1,Yes,"13,00","4.417,00","4.077,00","31,00","0,73","0,65","22,00","0,70",[L/M]A|[M-REAL]C|[L]N+complete|[L/M]E|[L/M]G|[L/M]Q|[L/M]J|[L/M]L|[L]F+complete|[L/M]I|[L]Q+complete|[L]C+complete|[L/M]R|[M-REAL]N|[L/M]M|[L]H+complete|[L/M]K|[M-REAL]S|[L/M]Q|[L/M]R|[L/M]S|[M-REAL]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]F|[L]S+complete|[L/M]D|[L/M]B
58,"instance_451",1,Yes,"14,00","3.044,00","2.745,00","1,00","0,65","0,63","23,00","0,71",[L/M]A|[M-REAL]C|[L]AD+complete|[L/M]T|[L]U+complete|[L/M]Z|[L/M]V|[L]B+complete|[L/M]AB|[L/M]AA|[L]AE+complete|[L/M]Y|[L]AE+complete|[L/M]W|[L/M]AD|[M-REAL]AE|[L/M]AF|[L]AF+complete|[L/M]AD|[M-REAL]AE|[L/M]AF|[L/M]AD|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[L]AE+complete|[L]C+complete|[L/M]D|[M-REAL]B
59,"instance_25",1,Yes,"10,00","4.422,00","3.990,00","37,00","0,76","0,75","25,00","0,83",[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L/M]Q|[L]B+complete|[L/M]L|[L]S+complete|[L/M]K|[L/M]R|[L/M]O|[L/M]S|[L]H+complete|[L/M]M|[L/M]J|[L]F+complete|[L]R+complete|[L/M]Q|[L]Q+complete|[L/M]R|[L/M]S|[L/M]I|[L/M]Q|[L/M]R|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L/M]D|[M-REAL]B
60,"instance_157",1,Yes,"16,00","4.730,00","4.555,00","29,00","0,59","0,57","22,00","0,65",[L]S+complete|[L/M]A|[L/M]C|[M-REAL]E|[L]R+complete|[L]I+complete|[L]H+complete|[L/M]G|[L]D+complete|[L/M]J|[L]F+complete|[L/M]K|[L/M]Q|[L/M]L|[L/M]O|[L/M]M|[M-REAL]R|[L/M]S|[L/M]Q|[L]Q+complete|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]I|[M-REAL]H|[M-REAL]F|[M-REAL]D|[L]E+complete|[L]R+complete|[L/M]B
61,"instance_70",1,Yes,"14,00","4.381,00","4.169,00","37,00","0,64","0,62","22,00","0,70",[M-REAL]A|[L]Q+complete|[L/M]C|[L/M]E|[L]F+complete|[L/M]G|[L/M]L|[L/M]K|[M-REAL]Q|[L]D+complete|[L/M]R|[L/M]J|[L/M]O|[L/M]S|[L/M]M|[L/M]Q|[M-REAL]I|[L/M]H|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[L]R+complete|[L]Q+complete|[L]S+complete|[L]A+complete|[L/M]B|[L]I+complete
62,"instance_373",1,Yes,"17,00","4.328,00","4.228,00","41,00","0,58","0,50","19,00","0,55",[L/M]A|[M-REAL]C|[L]B+complete|[L]I+complete|[L/M]E|[M-REAL]G|[L]D+complete|[L/M]K|[L]C+complete|[L]M+complete|[L]R+complete|[L/M]J|[L/M]Q|[M-REAL]L|[L/M]N|[M-REAL]I|[L/M]H|[M-REAL]R|[L/M]S|[L/M]Q|[L]G+complete|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[L/M]F|[M-REAL]D|[M-REAL]B|[L]L+complete
63,"instance_361",1,Yes,"11,00","4.233,00","3.871,00","34,00","0,77","0,70","22,00","0,74",[L/M]A|[L]H+complete|[L/M]C|[M-REAL]E|[L/M]Q|[L]Q+complete|[L/M]G|[L/M]K|[L/M]L|[L/M]J|[L/M]R|[L/M]I|[L]F+complete|[L/M]S|[L/M]N|[L/M]M|[M-REAL]Q|[L]D+complete|[L/M]R|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]F|[M-REAL]D|[L]E+complete|[L/M]B
64,"instance_55",1,Yes,"11,00","3.861,00","3.457,00","31,00","0,68","0,72","25,00","0,85",[L/M]A|[L/M]C|[M-REAL]E|[M-REAL]G|[L/M]J|[L/M]L|[L/M]P|[L/M]K|[L]R+complete|[L/M]Q|[L/M]M|[L]Q+complete|[L/M]I|[L]Q+complete|[L/M]R|[L/M]S|[L]S+complete|[L]E+complete|[L/M]Q|[L/M]R|[L/M]H|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[L]G+complete|[L]S+complete|[L/M]D|[L]R+complete|[L/M]B
65,"instance_223",1,Yes,"8,00","3.835,00","3.250,00","15,00","0,80","0,80","25,00","0,87",[L/M]A|[L/M]C|[L]Q+complete|[L/M]E|[L/M]G|[L/M]Q|[L/M]I|[L/M]K|[L/M]L|[L]H+complete|[L/M]J|[L/M]O|[L/M]R|[L/M]M|[L/M]S|[L]R+complete|[L/M]Q|[L/M]R|[L/M]S|[L]F+complete|[L]S+complete|[L/M]Q|[L/M]R|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L/M]D|[L/M]B
66,"instance_209",1,Yes,"17,00","4.323,00","4.244,00","15,00","0,58","0,50","19,00","0,55",[L/M]A|[L/M]C|[M-REAL]E|[L]B+complete|[L/M]Q|[L/M]R|[L]Q+complete|[L/M]S|[L]F+complete|[L/M]L|[M-REAL]G|[L/M]K|[L]D+complete|[L]E+complete|[L/M]I|[M-REAL]Q|[L]M+complete|[L]H+complete|[L]G+complete|[L/M]R|[L/M]J|[L/M]O|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]F|[M-REAL]D|[M-REAL]B
67,"instance_456",1,Yes,"11,00","4.330,00","4.069,00","38,00","0,77","0,70","22,00","0,74",[L/M]A|[L/M]C|[L/M]E|[L/M]Q|[L/M]G|[M-REAL]R|[L/M]S|[L/M]K|[L/M]Q|[L/M]L|[L/M]J|[L]B+complete|[L/M]O|[L]H+complete|[L/M]R|[L]R+complete|[L/M]I|[M-REAL]S|[L]F+complete|[L/M]Q|[L/M]M|[L/M]R|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L]S+complete|[L/M]D|[M-REAL]B
68,"instance_333",1,Yes,"14,00","4.523,00","4.262,00","31,00","0,64","0,62","22,00","0,70",[L/M]A|[L]Q+complete|[L]B+complete|[L/M]C|[M-REAL]E|[M-REAL]G|[L/M]I|[L]S+complete|[L/M]L|[L]E+complete|[L/M]N|[L]F+complete|[L/M]J|[L/M]M|[L]R+complete|[L]H+complete|[L]G+complete|[L/M]K|[L/M]Q|[L/M]R|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]F|[L/M]D|[M-REAL]B
69,"instance_250",1,Yes,"15,00","2.680,00","2.408,00","22,00","0,65","0,57","20,00","0,62",[M-REAL]A|[M-REAL]C|[M-REAL]T|[L]AE+complete|[L]B+complete|[L]AE+complete|[L]Y+complete|[L/M]V|[L/M]AD|[L/M]Z|[L]T+complete|[L/M]AE|[M-REAL]X|[L/M]W|[L/M]AB|[L/M]AF|[L]C+complete|[L/M]AD|[M-REAL]AE|[L]A+complete|[L/M]AF|[L/M]AD|[L/M]AA|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[L/M]U|[L/M]D|[M-REAL]B
70,"instance_137",1,Yes,"14,00","4.547,00","4.397,00","31,00","0,64","0,62","22,00","0,70",[L/M]A|[M-REAL]C|[L]R+complete|[L/M]E|[L/M]Q|[L/M]G|[M-REAL]L|[L]C+complete|[L/M]O|[L]H+complete|[L/M]I|[L/M]M|[L/M]K|[L]Q+complete|[L/M]R|[L]D+complete|[L/M]S|[L]S+complete|[L/M]Q|[L/M]R|[L]F+complete|[L]L+complete|[L/M]J|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]F|[M-REAL]D|[L/M]B
71,"instance_42",1,Yes,"12,00","2.600,00","2.306,00","15,00","0,70","0,68","23,00","0,76",[M-REAL]A|[L]AF+complete|[L/M]C|[L]B+complete|[L/M]T|[L/M]Z|[L/M]AD|[L]A+complete|[L/M]AB|[L/M]V|[L]W+complete|[L]AD+complete|[L/M]AE|[L]AE+complete|[L/M]AA|[L/M]AF|[L/M]AD|[L]AD+complete|[L/M]AE|[L/M]AF|[L/M]Y|[M-REAL]AD|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]W|[L/M]U|[L/M]D|[M-REAL]B
72,"instance_411",1,Yes,"11,00","3.621,00","3.248,00","32,00","0,77","0,70","22,00","0,74",[M-REAL]A|[L]R+complete|[L/M]C|[L/M]E|[L/M]G|[M-REAL]Q|[L/M]R|[L/M]L|[L/M]K|[L]R+complete|[L/M]I|[L/M]S|[L/M]J|[L/M]P|[L/M]M|[L/M]Q|[M-REAL]R|[L]F+complete|[L]Q+complete|[L]A+complete|[L/M]S|[L/M]H|[L/M]Q|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L/M]D|[L/M]B
73,"instance_299",1,Yes,"15,00","4.619,00","4.510,00","69,00","0,55","0,59","22,00","0,71",[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L]S+complete|[L]S+complete|[L/M]Q|[L/M]J|[L]F+complete|[L]Q+complete|[L/M]L|[L]H+complete|[L/M]I|[L]M+complete|[L]Q+complete|[L/M]R|[L]R+complete|[L]D+complete|[L]R+complete|[L/M]P|[L/M]K|[M-REAL]H|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[L/M]B
74,"instance_176",1,Yes,"9,00","3.606,00","3.082,00","21,00","0,82","0,76","22,00","0,78",[L/M]A|[L/M]C|[M-REAL]E|[L]H+complete|[L/M]G|[L/M]Q|[L/M]R|[L/M]L|[L/M]K|[L]D+complete|[L/M]P|[L/M]I|[L/M]S|[L/M]J|[L/M]M|[L]R+complete|[L]E+complete|[L/M]Q|[M-REAL]R|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[M-REAL]D|[L/M]B
75,"instance_98",1,Yes,"12,00","3.851,00","3.508,00","22,00","0,68","0,68","22,00","0,75",[L]G+complete|[L/M]A|[L/M]C|[L]S+complete|[L/M]E|[L]D+complete|[L/M]L|[M-REAL]G|[L/M]I|[L]R+complete|[L/M]J|[L/M]K|[L/M]P|[L]R+complete|[L/M]H|[L/M]M|[L]R+complete|[L/M]Q|[M-REAL]R|[L]Q+complete|[L/M]S|[L/M]Q|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[M-REAL]D|[L/M]B
76,"instance_375",1,Yes,"12,00","4.070,00","3.633,00","32,00","0,68","0,68","22,00","0,75",[L]S+complete|[L/M]A|[M-REAL]C|[L]F+complete|[L]Q+complete|[L/M]E|[L/M]L|[L]M+complete|[L/M]G|[L]C+complete|[L/M]P|[L/M]K|[L/M]I|[L/M]Q|[L]H+complete|[L/M]J|[L/M]R|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]M|[M-REAL]F|[L]R+complete|[L/M]D|[L/M]B
77,"instance_403",1,Yes,"12,00","4.094,00","3.747,00","31,00","0,68","0,68","22,00","0,75",[L/M]A|[L]Q+complete|[L]E+complete|[L]R+complete|[L/M]C|[M-REAL]E|[L/M]G|[L/M]K|[L]H+complete|[L/M]I|[L/M]L|[L/M]Q|[L]D+complete|[L/M]N|[L]S+complete|[L/M]R|[L/M]M|[L/M]J|[L]R+complete|[L/M]S|[L/M]Q|[M-REAL]H|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[M-REAL]D|[L/M]B
78,"instance_252",1,Yes,"15,00","4.189,00","4.103,00","31,00","0,63","0,56","19,00","0,60",[L/M]A|[L/M]C|[M-REAL]E|[L]H+complete|[L]D+complete|[L/M]G|[L/M]Q|[L/M]L|[L/M]J|[L]B+complete|[L]Q+complete|[L/M]I|[L/M]R|[L]M+complete|[L/M]P|[L/M]S|[M-REAL]Q|[L/M]R|[L]F+complete|[L]E+complete|[L/M]K|[M-REAL]H|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[M-REAL]B
79,"instance_259",1,Yes,"9,00","3.984,00","3.625,00","32,00","0,82","0,76","22,00","0,78",[L/M]A|[L/M]C|[L/M]E|[L/M]L|[L/M]G|[L/M]Q|[L/M]K|[L/M]J|[L]Q+complete|[L]B+complete|[L/M]R|[L]M+complete|[L/M]S|[L/M]N|[M-REAL]Q|[L/M]R|[L/M]S|[L/M]Q|[L/M]I|[L/M]R|[M-REAL]H|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[L/M]D|[M-REAL]B|[L]H+complete
80,"instance_482",1,Yes,"15,00","4.055,00","3.956,00","22,00","0,63","0,56","19,00","0,60",[L/M]A|[M-REAL]C|[L/M]E|[L/M]Q|[M-REAL]G|[L]Q+complete|[L]D+complete|[L]H+complete|[L/M]I|[L/M]L|[L/M]J|[L/M]R|[L/M]S|[L/M]K|[L]G+complete|[L]B+complete|[L/M]N|[M-REAL]Q|[L/M]R|[L]F+complete|[L/M]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]C+complete
81,"instance_159",1,Yes,"13,00","2.704,00","2.459,00","22,00","0,70","0,63","20,00","0,67",[L]C+complete|[L/M]A|[M-REAL]C|[L]AE+complete|[L/M]T|[L]AF+complete|[L]Y+complete|[L/M]AD|[L/M]V|[L/M]AE|[M-REAL]X|[L]AC+complete|[L/M]W|[L/M]Z|[M-REAL]AF|[L/M]AD|[M-REAL]AB|[L/M]AA|[L/M]AE|[L/M]AF|[L]D+complete|[L/M]AD|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[L/M]U|[M-REAL]D|[L/M]B
82,"instance_447",1,Yes,"15,00","4.174,00","4.103,00","31,00","0,63","0,56","19,00","0,60",[L/M]A|[L/M]C|[M-REAL]E|[L/M]Q|[L]O+complete|[L/M]G|[L]H+complete|[L/M]R|[L]R+complete|[L/M]I|[L/M]J|[L/M]L|[L/M]S|[L]E+complete|[L/M]Q|[L]F+complete|[L/M]K|[M-REAL]N|[L]B+complete|[L]D+complete|[L/M]M|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]F|[M-REAL]D|[M-REAL]B
83,"instance_460",1,Yes,"13,00","3.097,00","2.900,00","15,00","0,70","0,63","20,00","0,67",[L/M]A|[L/M]C|[M-REAL]T|[L]AF+complete|[L/M]V|[L]U+complete|[L/M]Z|[L/M]AD|[L/M]AE|[L]D+complete|[L/M]AF|[L]W+complete|[L/M]AD|[L/M]AE|[M-REAL]AF|[L]AA+complete|[L/M]AD|[L]T+complete|[L/M]AC|[L/M]AE|[L/M]Y|[M-REAL]W|[M-REAL]t30t20\n\n$invisible$|[M-REAL]AA|[M-REAL]U|[M-REAL]D|[L/M]B
84,"instance_440",1,Yes,"13,00","3.212,00","2.983,00","15,00","0,61","0,66","23,00","0,78",[L/M]A|[L/M]C|[L/M]T|[L/M]Z|[L/M]V|[L]AA+complete|[L]AE+complete|[L/M]AB|[L]AE+complete|[L/M]X|[L]D+complete|[L/M]W|[L/M]AD|[L]U+complete|[L]AF+complete|[L/M]AE|[L]AD+complete|[L]AD+complete|[L/M]AF|[L/M]AD|[L/M]AE|[M-REAL]AA|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[L]AF+complete|[L/M]B
85,"instance_237",1,Yes,"12,00","3.966,00","3.600,00","15,00","0,68","0,68","22,00","0,75",[L]S+complete|[L/M]A|[L/M]C|[M-REAL]E|[L]J+complete|[L/M]G|[L/M]L|[L/M]Q|[L]S+complete|[L/M]N|[L/M]R|[L/M]K|[L]E+complete|[L/M]I|[M-REAL]J|[L/M]H|[L/M]M|[M-REAL]S|[L]R+complete|[L/M]Q|[L]D+complete|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[L]Q+complete|[L/M]F|[M-REAL]D|[L/M]B
86,"instance_147",1,Yes,"15,00","4.050,00","3.931,00","31,00","0,63","0,56","19,00","0,60",[L/M]A|[M-REAL]C|[M-REAL]E|[M-REAL]L|[L/M]N|[M-REAL]G|[L]D+complete|[L/M]I|[L]E+complete|[L/M]Q|[L/M]K|[L/M]R|[L]F+complete|[L/M]S|[L]G+complete|[L]R+complete|[L/M]J|[L/M]M|[L]C+complete|[L]L+complete|[L/M]H|[L/M]Q|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[L/M]B
87,"instance_136",1,Yes,"12,00","4.351,00","4.117,00","32,00","0,68","0,68","22,00","0,75",[L/M]A|[L/M]C|[L]R+complete|[L]Q+complete|[L]B+complete|[L/M]E|[L/M]G|[L/M]J|[L/M]K|[L/M]I|[L/M]Q|[L]D+complete|[L]S+complete|[L/M]R|[L]M+complete|[L/M]H|[L/M]S|[L/M]Q|[L/M]L|[L/M]R|[L]F+complete|[L/M]P|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[M-REAL]B
